c_e,c_I,vx,l_ex,l_im
Mon,Mon,2788526343,1,1
Mon,NHm,2587239,1,1
Mon,NJr,17075778,1,1
Mon,Nyr,18628122,1,1
Mon,Nca,12936196,1,1
Mon,Nda,64163531,1,1
Mon,Ohi,15523435,1,1
Mon,Pen,37256244,1,1
Mon,Ten ,25872391,1,1
Mon,Tex,60023948,1,1
Mon,Ver,0,1,1
Mon,Vir,5174478,1,1
Mon,Was,339963223,1,1
Mon,Wis,149024974,1,1
NHm,Ala ,46052857,1,1
NHm,Ari ,82791652,1,1
NHm,Cal,774619398,1,1
NHm,Flo,133501540,1,1
NHm,Geo,156786692,1,1
NHm,Ida,4657030,1,1
NHm,Ill,187316114,1,1
NHm,Ind,138158570,1,1
NHm,Ken,72442696,1,1
NHm,Lou,0,1,1
NHm,Mai,249927301,1,1
NHm,Mry,61576291,1,1
NHm,Mas,1192199795,1,1
NHm,Mic,220432775,1,1
NHm,Min,57954157,1,1
NHm,MO ,74512487,1,1
NHm,Mon,5174478,1,1
NHm,NHm,1889202018,1,1
NHm,NJr,329614266,1,1
NHm,Nyr,588338180,1,1
NHm,Nca,116943209,1,1
NHm,Nda,1552343,1,1
NHm,Ohi,217328088,1,1
NHm,Pen,243717927,1,1
NHm,Ten ,64680978,1,1
NHm,Tex,183176531,1,1
NHm,Ver,209566370,1,1
NHm,Vir,165583305,1,1
NHm,Was,57954157,1,1
NHm,Wis,76582278,1,1
NJr,Ala ,732188676,1,1
NJr,Ari ,337893431,1,1
NJr,Cal,5585849299,1,1
NJr,Flo,4004528738,1,1
NJr,Geo,3175059870,1,1
NJr,Ida,26907287,1,1
NJr,Ill,3970894629,1,1
NJr,Ind,1136832877,1,1
NJr,Ken,645774889,1,1
NJr,Lou,412923366,1,1
NJr,Mai,517447828,1,1
NJr,Mry,2502895142,1,1
NJr,Mas,5552732638,1,1
NJr,Mic,1625303626,1,1
NJr,Min,976941498,1,1
NJr,MO ,1483005474,1,1
NJr,Mon,48640096,1,1
NJr,NHm,395847588,1,1
NJr,NJr,40979798153,1,1
NJr,Nyr,17832804482,1,1
NJr,Nca,2159827232,1,1
NJr,Nda,37256244,1,1
NJr,Ohi,3758223572,1,1
NJr,Pen,11204815258,1,1
NJr,Ten ,1143559699,1,1
NJr,Tex,4313962538,1,1
NJr,Ver,348242388,1,1
NJr,Vir,3972446972,1,1
NJr,Was,502441841,1,1
NJr,Wis,913295416,1,1
Nyr,Ala ,530384023,1,1
Nyr,Ari ,455871536,1,1
Nyr,Cal,7225641464,1,1
Nyr,Flo,3284758809,1,1
Nyr,Geo,3897417037,1,1
Nyr,Ida,50192439,1,1
Nyr,Ill,4711879918,1,1
Nyr,Ind,1298276599,1,1
Nyr,Ken,603344167,1,1
Nyr,Lou,407748888,1,1
Nyr,Mai,345655149,1,1
Nyr,Mry,1410562778,1,1
Nyr,Mas,4403998460,1,1
Nyr,Mic,2932894287,1,1
Nyr,Min,849649333,1,1
Nyr,MO ,972801916,1,1
Nyr,Mon,32599213,1,1
Nyr,NHm,437243414,1,1
Nyr,NJr,9347177557,1,1
Nyr,Nyr,55787602634,1,1
Nyr,Nca,1711717414,1,1
Nyr,Nda,36221348,1,1
Nyr,Ohi,3805828772,1,1
Nyr,Pen,7622006500,1,1
Nyr,Ten ,1741211940,1,1
Nyr,Tex,4035575607,1,1
Nyr,Ver,868277455,1,1
Nyr,Vir,1739659596,1,1
Nyr,Was,658711085,1,1
Nyr,Wis,828433972,1,1
Nca,Ala ,1341742217,1,1
Nca,Ari ,395847588,1,1
Nca,Cal,3983313377,1,1
Nca,Flo,4589762231,1,1
Nca,Geo,6267328088,1,1
Nca,Ida,53297126,1,1
Nca,Ill,2518418577,1,1
Nca,Ind,1304485973,1,1
Nca,Ken,1600983579,1,1
Nca,Lou,543320219,1,1
Nca,Mai,234403866,1,1
Nca,Mry,1371754191,1,1
Nca,Mas,1283270612,1,1
Nca,Mic,1760357509,1,1
Nca,Min,759095963,1,1
Nca,MO ,1059733151,1,1
Nca,Mon,32599213,1,1
Nca,NHm,130914300,1,1
Nca,NJr,2898742730,1,1
Nca,Nyr,3675431919,1,1
Nca,Nca,41286644714,1,1
Nca,Nda,40878378,1,1
Nca,Ohi,2687106569,1,1
Nca,Pen,2818538317,1,1
Nca,Ten ,2720740677,1,1
Nca,Tex,3142460657,1,1
Nca,Ver,63128635,1,1
Nca,Vir,6499144714,1,1
Nca,Was,660263428,1,1
Nca,Wis,965040198,1,1
Nda,Ala ,6209374,1,1
Nda,Ari ,29494526,1,1
Nda,Cal,135053883,1,1
Nda,Flo,38291139,1,1
Nda,Geo,14488539,1,1
Nda,Ida,12936196,1,1
Nda,Ill,141263257,1,1
Nda,Ind,41395826,1,1
Nda,Ken,9314061,1,1
Nda,Lou,11383852,1,1
Nda,Mai,0,1,1
Nda,Mry,15523435,1,1
Nda,Mas,10348957,1,1
Nda,Mic,80721861,1,1
Nda,Min,1494906774,1,1
Nda,MO ,64163531,1,1
Nda,Mon,104524461,1,1
Nda,NHm,2069791,1,1
Nda,NJr,27424735,1,1
Nda,Nyr,46570304,1,1
Nda,Nca,22767704,1,1
Nda,Nda,2042884023,1,1
Nda,Ohi,70372905,1,1
Nda,Pen,52262231,1,1
Nda,Ten ,26907287,1,1
Nda,Tex,172310127,1,1
Nda,Ver,0,1,1
Nda,Vir,0,1,1
Nda,Was,69855457,1,1
Nda,Wis,178002053,1,1
Ohi,Ala ,1113030277,1,1
Ohi,Ari ,610070989,1,1
Ohi,Cal,4399341430,1,1
Ohi,Flo,2835096647,1,1
Ohi,Geo,2573268047,1,1
Ohi,Ida,138158570,1,1
Ohi,Ill,6878951420,1,1
Ohi,Ind,7846578857,1,1
Ohi,Ken,5216391550,1,1
Ohi,Lou,832573555,1,1
Ohi,Mai,260793705,1,1
Ohi,Mry,2338864181,1,1
Ohi,Mas,0,1,1
Ohi,Mic,12723007184,1,1
Ohi,Min,1554413274,1,1
Ohi,MO ,3044663017,1,1
Ohi,Mon,0,1,1
Ohi,NHm,283043962,1,1
Ohi,NJr,3378416866,1,1
Ohi,Nyr,6166425761,1,1
Ohi,Nca,2524627951,1,1
Ohi,Nda,110216387,1,1
Ohi,Ohi,63114663873,1,1
Ohi,Pen,8832834417,1,1
Ohi,Ten ,3309596305,1,1
Ohi,Tex,5504609990,1,1
Ohi,Ver,99349983,1,1
Ohi,Vir,2534459459,1,1
Ohi,Was,1352091173,1,1
Ohi,Wis,2143786350,1,1
Pen,Ala ,712008211,1,1
Pen,Ari ,414475710,1,1
Pen,Cal,4340352378,1,1
Pen,Flo,1996313719,1,1
Pen,Geo,2064099384,1,1
Pen,Ida,123152583,1,1
Pen,Ill,3843602463,1,1
Pen,Ind,1780020527,1,1
Pen,Ken,888457920,1,1
Pen,Lou,423272323,1,1
Pen,Mai,465185597,1,1
Pen,Mry,5839398734,1,1
Pen,Mas,2608454499,1,1
Pen,Mic,2653472460,1,1
Pen,Min,785485802,1,1
Pen,MO ,1062837838,1,1
Pen,Mon,39326035,1,1
Pen,NHm,602309271,1,1
Pen,NJr,10810002566,1,1
Pen,Nyr,10899521040,1,1
Pen,Nca,2228130346,1,1
Pen,Nda,47605200,1,1
Pen,Ohi,5840951078,1,1
Pen,Pen,45383796613,1,1
Pen,Ten ,1536820048,1,1
Pen,Tex,3317875470,1,1
Pen,Ver,314608279,1,1
Pen,Vir,3091233322,1,1
Pen,Was,1184438077,1,1
Pen,Wis,1237735204,1,1
Ten,Ala ,2115326719,1,1
Ten,Ari ,271660109,1,1
Ten,Cal,3956923537,1,1
Ten,Flo,3025517448,1,1
Ten,Geo,5320916011,1,1
Ten,Ida,38291139,1,1
Ten,Ill,2160344680,1,1
Ten,Ind,1301898734,1,1
Ten,Ken,3053459631,1,1
Ten,Lou,1710165070,1,1
Ten,Mai,118495553,1,1
Ten,Mry,888457920,1,1
Ten,Mas,0,1,1
Ten,Mic,4280845878,1,1
Ten,Min,471394971,1,1
Ten,MO ,1619611700,1,1
Ten,Mon,49157544,1,1
Ten,NHm,136088779,1,1
Ten,NJr,1461272665,1,1
Ten,Nyr,1657902840,1,1
Ten,Nca,3164710913,1,1
Ten,Nda,78134622,1,1
Ten,Ohi,5629832364,1,1
Ten,Pen,2161379576,1,1
Ten,Ten ,22534852891,1,1
Ten,Tex,6037581252,1,1
Ten,Ver,28977078,1,1
Ten,Vir,2376637872,1,1
Ten,Was,620937393,1,1
Ten,Wis,604896510,1,1
Tex,Ala ,3023965104,1,1
Tex,Ari ,0,1,1
Tex,Cal,8417841259,1,1
Tex,Flo,3548139754,1,1
Tex,Geo,4060930551,1,1
Tex,Ida,154199453,1,1
Tex,Ill,4510592713,1,1
Tex,Ind,1901620766,1,1
Tex,Ken,1198409169,1,1
Tex,Lou,6151937222,1,1
Tex,Mai,0,1,1
Tex,Mry,666990250,1,1
Tex,Mas,1087675334,1,1
Tex,Mic,3308043962,1,1
Tex,Min,768927472,1,1
Tex,MO ,2599140438,1,1
Tex,Mon,140228361,1,1
Tex,NHm,100384879,1,1
Tex,NJr,2983086726,1,1
Tex,Nyr,3852916524,1,1
Tex,Nca,3058634109,1,1
Tex,Nda,77617174,1,1
Tex,Ohi,3081401813,1,1
Tex,Pen,2749200308,1,1
Tex,Ten ,2789043791,1,1
Tex,Tex,140376868799,1,1
Tex,Ver,68820561,1,1
Tex,Vir,1286375299,1,1
Tex,Was,1248084160,1,1
Tex,Wis,965040198,1,1
Ver,Ala ,23285152,1,1
Ver,Ari ,11383852,1,1
Ver,Cal,311503592,1,1
Ver,Flo,54849470,1,1
Ver,Geo,60541396,1,1
Ver,Ida,0,1,1
Ver,Ill,116425761,1,1
Ver,Ind,38808587,1,1
Ver,Ken,37256244,1,1
Ver,Lou,7761717,1,1
Ver,Mai,51744783,1,1
Ver,Mry,36221348,1,1
Ver,Mas,284078857,1,1
Ver,Mic,77617174,1,1
Ver,Min,86413787,1,1
Ver,MO ,33634109,1,1
Ver,Mon,1552343,1,1
Ver,NHm,152647109,1,1
Ver,NJr,100384879,1,1
Ver,Nyr,407231440,1,1
Ver,Nca,138158570,1,1
Ver,Nda,0,1,1
Ver,Ohi,135571331,1,1
Ver,Pen,142815600,1,1
Ver,Ten ,35703900,1,1
Ver,Tex,174897366,1,1
Ver,Ver,1521296613,1,1
Ver,Vir,46570304,1,1
Ver,Was,33116661,1,1
Ver,Wis,19145570,1,1
Vir,Ala ,596099897,1,1
Vir,Ari ,279421827,1,1
Vir,Cal,2049093397,1,1
Vir,Flo,1653763257,1,1
Vir,Geo,1608745296,1,1
Vir,Ida,38291139,1,1
Vir,Ill,1465929696,1,1
Vir,Ind,493645228,1,1
Vir,Ken,819119911,1,1
Vir,Lou,264415840,1,1
Vir,Mai,211636161,1,1
Vir,Mry,3653181663,1,1
Vir,Mas,907086042,1,1
Vir,Mic,1020924564,1,1
Vir,Min,249927301,1,1
Vir,MO ,645774889,1,1
Vir,Mon,37256244,1,1
Vir,NHm,305811666,1,1
Vir,NJr,2054267875,1,1
Vir,Nyr,2419068594,1,1
Vir,Nca,4437115121,1,1
Vir,Nda,27942183,1,1
Vir,Ohi,1665147109,1,1
Vir,Pen,2551017790,1,1
Vir,Ten ,1129588608,1,1
Vir,Tex,1567866918,1,1
Vir,Ver,50709887,1,1
Vir,Vir,21660883510,1,1
Vir,Was,322369997,1,1
Vir,Wis,312538488,1,1
Was,Ala ,0,1,1
Was,Ari ,377219466,1,1
Was,Cal,5138774376,1,1
Was,Flo,479674136,1,1
Was,Geo,427411906,1,1
Was,Ida,1052488881,1,1
Was,Ill,1220141977,1,1
Was,Ind,214223401,1,1
Was,Ken,81239309,1,1
Was,Lou,258206466,1,1
Was,Mai,52262231,1,1
Was,Mry,167135648,1,1
Was,Mas,210083818,1,1
Was,Mic,375667123,1,1
Was,Min,288218440,1,1
Was,MO ,236473657,1,1
Was,Mon,540215532,1,1
Was,NHm,33634109,1,1
Was,NJr,434656175,1,1
Was,Nyr,0,1,1
Was,Nca,219397879,1,1
Was,Nda,22250257,1,1
Was,Ohi,0,1,1
Was,Pen,652501711,1,1
Was,Ten ,175932261,1,1
Was,Tex,886905576,1,1
Was,Ver,16040883,1,1
Was,Vir,193525488,1,1
Was,Was,35571950907,1,1
Was,Wis,219397879,1,1
Wis,Ala ,401539514,1,1
Wis,Ari ,267003079,1,1
Wis,Cal,2794735717,1,1
Wis,Flo,1280683373,1,1
Wis,Geo,1030238625,1,1
Wis,Ida,86931235,1,1
Wis,Ill,8196891037,1,1
Wis,Ind,1777433288,1,1
Wis,Ken,623524632,1,1
Wis,Lou,290288231,1,1
Wis,Mai,205426788,1,1
Wis,Mry,574367089,1,1
Wis,Mas,945377181,1,1
Wis,Mic,4299473999,1,1
Wis,Min,3836358194,1,1
Wis,MO ,1259468012,1,1
Wis,Mon,152647109,1,1
Wis,NHm,136088779,1,1
Wis,NJr,1058698255,1,1
Wis,Nyr,1865399418,1,1
Wis,Nca,937615464,1,1
Wis,Nda,138158570,1,1
Wis,Ohi,2525662846,1,1
Wis,Pen,1724653609,1,1
Wis,Ten ,890527711,1,1
Wis,Tex,2381812350,1,1
Wis,Ver,73477592,1,1
Wis,Vir,559361102,1,1
Wis,Was,618867602,1,1
Wis,Wis,26030212966,1,1
Ala,AB,67218758,1,2
Ala,BC,34864706,1,2
Ala,MN,26818437,1,2
Ala,NB,14667232,1,2
Ala,Nfld,1659550,1,2
Ala,NS,11010169,1,2
Ala,ON,545185251,1,2
Ala,PEI,325214,1,2
Ala,Que,110871130,1,2
Ala,SK,11896367,1,2
Ari,AB,91343102,1,2
Ari,BC,57188795,1,2
Ari,MN,9854908,1,2
Ari,NB,3553964,1,2
Ari,Nfld,816175,1,2
Ari,NS,5738044,1,2
Ari,ON,160890104,1,2
Ari,PEI,184746,1,2
Ari,Que,102646069,1,2
Ari,SK,8375086,1,2
Cal,AB,872823944,1,2
Cal,BC,1326376604,1,2
Cal,MN,176166458,1,2
Cal,NB,129241594,1,2
Cal,Nfld,65356354,1,2
Cal,NS,64724114,1,2
Cal,ON,2380952128,1,2
Cal,PEI,10156234,1,2
Cal,Que,776331077,1,2
Cal,SK,85276015,1,2
Flo,AB,85735165,1,2
Flo,BC,88964142,1,2
Flo,MN,32549805,1,2
Flo,NB,129994471,1,2
Flo,Nfld,5939230,1,2
Flo,NS,26155794,1,2
Flo,ON,614247631,1,2
Flo,PEI,3709048,1,2
Flo,Que,370733412,1,2
Flo,SK,113627887,1,2
Geo,AB,107805896,1,2
Geo,BC,114776292,1,2
Geo,MN,37872806,1,2
Geo,NB,49778446,1,2
Geo,Nfld,7494338,1,2
Geo,NS,26887293,1,2
Geo,ON,742563802,1,2
Geo,PEI,580381,1,2
Geo,Que,262060203,1,2
Geo,SK,31133182,1,2
Ida,AB,70604605,1,2
Ida,BC,62329525,1,2
Ida,MN,20923112,1,2
Ida,NB,4380749,1,2
Ida,Nfld,3475305,1,2
Ida,NS,117613,1,2
Ida,ON,127356590,1,2
Ida,PEI,1815004,1,2
Ida,Que,7715953,1,2
Ida,SK,6887780,1,2
Ill,AB,474715068,1,2
Ill,BC,349427277,1,2
Ill,MN,376845091,1,2
Ill,NB,137994942,1,2
Ill,Nfld,29772722,1,2
Ill,NS,57477125,1,2
Ill,ON,2599942122,1,2
Ill,PEI,23778726,1,2
Ill,Que,482880643,1,2
Ill,SK,277333071,1,2
Ind,AB,100160686,1,2
Ind,BC,122290910,1,2
Ind,MN,72038531,1,2
Ind,NB,33447185,1,2
Ind,Nfld,10321311,1,2
Ind,NS,4771274,1,2
Ind,ON,2454053043,1,2
Ind,PEI,336303,1,2
Ind,Que,182929485,1,2
Ind,SK,92345579,1,2
Ken,AB,68036142,1,2
Ken,BC,67316893,1,2
Ken,MN,47644526,1,2
Ken,NB,33302656,1,2
Ken,Nfld,3736364,1,2
Ken,NS,49235119,1,2
Ken,ON,736559778,1,2
Ken,PEI,1888323,1,2
Ken,Que,224328664,1,2
Ken,SK,14584575,1,2
Lou,AB,52037421,1,2
Lou,BC,15496691,1,2
Lou,MN,20009491,1,2
Lou,NB,10415380,1,2
Lou,Nfld,27824576,1,2
Lou,NS,2615236,1,2
Lou,ON,180842758,1,2
Lou,PEI,876207,1,2
Lou,Que,153209058,1,2
Lou,SK,4732800,1,2
Mai,AB,3117110,1,2
Mai,BC,8209615,1,2
Mai,MN,2522477,1,2
Mai,NB,143129381,1,2
Mai,Nfld,1755551,1,2
Mai,NS,5481053,1,2
Mai,ON,62100286,1,2
Mai,PEI,1392175,1,2
Mai,Que,145365727,1,2
Mai,SK,947733,1,2
Mry,AB,98547421,1,2
Mry,BC,104593899,1,2
Mry,MN,40280417,1,2
Mry,NB,40641670,1,2
Mry,Nfld,43928154,1,2
Mry,NS,41864444,1,2
Mry,ON,372476247,1,2
Mry,PEI,12747730,1,2
Mry,Que,920362375,1,2
Mry,SK,9349279,1,2
Mas,AB,90816123,1,2
Mas,BC,75385997,1,2
Mas,MN,34871940,1,2
Mas,NB,58064216,1,2
Mas,Nfld,26575169,1,2
Mas,NS,40848400,1,2
Mas,ON,1115844952,1,2
Mas,PEI,5676764,1,2
Mas,Que,672485528,1,2
Mas,SK,37382378,1,2
Mic,AB,412632863,1,2
Mic,BC,166253993,1,2
Mic,MN,122182897,1,2
Mic,NB,119460671,1,2
Mic,Nfld,27179623,1,2
Mic,NS,57414472,1,2
Mic,ON,13442655220,1,2
Mic,PEI,28832367,1,2
Mic,Que,610846959,1,2
Mic,SK,60349526,1,2
Min,AB,276414945,1,2
Min,BC,191283156,1,2
Min,MN,305025824,1,2
Min,NB,131175030,1,2
Min,Nfld,61562774,1,2
Min,NS,116066079,1,2
Min,ON,753943523,1,2
Min,PEI,28393406,1,2
Min,Que,187270539,1,2
Min,SK,96715710,1,2
MO,AB,133105773,1,2
MO,BC,51794825,1,2
MO,MN,97558115,1,2
MO,NB,88070306,1,2
MO,Nfld,5581172,1,2
MO,NS,16710251,1,2
MO,ON,870620926,1,2
MO,PEI,3774805,1,2
MO,Que,298406115,1,2
MO,SK,179506013,1,2
Mon,AB,127359733,1,2
Mon,BC,15749919,1,2
Mon,MN,16413910,1,2
Mon,NB,1919684,1,2
Mon,Nfld,0,1,2
Mon,NS,214449,1,2
Mon,ON,5037298,1,2
Mon,PEI,0,1,2
Mon,Que,27486420,1,2
Mon,SK,64815215,1,2
NHm,AB,29857396,1,2
NHm,BC,19255406,1,2
NHm,MN,7162115,1,2
NHm,NB,10734116,1,2
NHm,Nfld,6477603,1,2
NHm,NS,54791578,1,2
NHm,ON,145211970,1,2
NHm,PEI,966446,1,2
NHm,Que,128106273,1,2
NHm,SK,2234958,1,2
NJr,AB,88465035,1,2
NJr,BC,138849173,1,2
NJr,MN,30193328,1,2
NJr,NB,53476455,1,2
NJr,Nfld,71236576,1,2
NJr,NS,22681421,1,2
NJr,ON,997971871,1,2
NJr,PEI,4019993,1,2
NJr,Que,752192269,1,2
NJr,SK,30312770,1,2
Nyr,AB,199460581,1,2
Nyr,BC,230809460,1,2
Nyr,MN,100213215,1,2
Nyr,NB,126587629,1,2
Nyr,Nfld,156176376,1,2
Nyr,NS,23392598,1,2
Nyr,ON,3820229155,1,2
Nyr,PEI,55172044,1,2
Nyr,Que,1131582770,1,2
Nyr,SK,35543046,1,2
Nca,AB,74373675,1,2
Nca,BC,99739228,1,2
Nca,MN,45772208,1,2
Nca,NB,39694189,1,2
Nca,Nfld,10781393,1,2
Nca,NS,9347341,1,2
Nca,ON,1368149275,1,2
Nca,PEI,10348263,1,2
Nca,Que,434656870,1,2
Nca,SK,53240327,1,2
Nda,AB,18273130,1,2
Nda,BC,9355331,1,2
Nda,MN,73523473,1,2
Nda,NB,329887,1,2
Nda,Nfld,943385,1,2
Nda,NS,40046,1,2
Nda,ON,19915337,1,2
Nda,PEI,45487,1,2
Nda,Que,429532448,1,2
Nda,SK,57902707,1,2
Ohi,AB,656476875,1,2
Ohi,BC,279319887,1,2
Ohi,MN,178613155,1,2
Ohi,NB,152694896,1,2
Ohi,Nfld,26131462,1,2
Ohi,NS,73823383,1,2
Ohi,ON,5357420832,1,2
Ohi,PEI,25716545,1,2
Ohi,Que,792237943,1,2
Ohi,SK,142997372,1,2
Pen,AB,328524539,1,2
Pen,BC,133101373,1,2
Pen,MN,105259076,1,2
Pen,NB,106530760,1,2
Pen,Nfld,19979798,1,2
Pen,NS,53958932,1,2
Pen,ON,1929105797,1,2
Pen,PEI,10015959,1,2
Pen,Que,664676063,1,2
Pen,SK,189442700,1,2
Ten,AB,107255866,1,2
Ten,BC,102402356,1,2
Ten,MN,67455271,1,2
Ten,NB,26359723,1,2
Ten,Nfld,15056180,1,2
Ten,NS,24593815,1,2
Ten,ON,1158869179,1,2
Ten,PEI,2670590,1,2
Ten,Que,200114291,1,2
Ten,SK,39511379,1,2
Tex,AB,912309004,1,2
Tex,BC,210869864,1,2
Tex,MN,75378263,1,2
Tex,NB,49751150,1,2
Tex,Nfld,15722256,1,2
Tex,NS,84132113,1,2
Tex,ON,1682705736,1,2
Tex,PEI,1588344,1,2
Tex,Que,619020695,1,2
Tex,SK,92792325,1,2
Ver,AB,11507098,1,2
Ver,BC,4331921,1,2
Ver,MN,1802018,1,2
Ver,NB,8676883,1,2
Ver,Nfld,3549211,1,2
Ver,NS,3818340,1,2
Ver,ON,33010316,1,2
Ver,PEI,57761,1,2
Ver,Que,864371899,1,2
